***End_of_Header***
Time	Voltage
23.035000	-6.000215e-10
23.036000	1.192504e-11
23.037000	2.37379e-10
23.038000	2.051713e-10
23.039000	1.192504e-11
23.040000	-6.322292e-10
23.041000	-1.169058e-10
23.042000	4.413275e-11
23.043000	-2.135289e-10
23.044000	7.634046e-11
23.045000	-2.779444e-10
23.046000	-6.966446e-10
23.047000	-8.576831e-10
23.048000	-1.083137e-09
23.049000	-9.220986e-10
23.050000	-4.711906e-10
23.051000	-4.067752e-10
23.052000	-6.322292e-10
23.053000	-6.322292e-10
23.054000	-8.576831e-10
23.055000	-3.101521e-10
23.056000	1.192504e-11
23.057000	1.192504e-11
23.058000	2.695867e-10
23.059000	2.695867e-10
23.060000	-2.028267e-11
23.061000	-1.813212e-10
23.062000	-3.101521e-10
23.063000	-2.779444e-10
23.064000	-5.033983e-10
23.065000	-6.000215e-10
23.066000	-8.576831e-10
23.067000	-9.220986e-10
23.068000	-9.86514e-10
23.069000	-7.932677e-10
23.070000	-8.898909e-10
23.071000	-7.932677e-10
23.072000	-6.966446e-10
23.073000	-2.457366e-10
23.074000	-2.135289e-10
23.075000	-1.169058e-10
23.076000	6.238715e-10
23.077000	1.729636e-10
23.078000	3.340021e-10
23.079000	4.62833e-10
23.080000	2.695867e-10
23.081000	3.662099e-10
23.082000	-2.028267e-11
23.083000	-5.033983e-10
23.084000	1.102696e-08
23.085000	2.081811e-08
23.086000	2.661549e-08
23.087000	3.089912e-08
23.088000	3.383002e-08
23.089000	3.534378e-08
23.090000	3.518274e-08
23.091000	3.486067e-08
23.092000	3.534378e-08
23.093000	3.589131e-08
23.094000	2.980406e-08
23.095000	2.732406e-08
23.096000	2.642225e-08
23.097000	2.458641e-08
23.098000	2.326589e-08
23.099000	2.152668e-08
23.100000	1.917551e-08
23.101000	1.714643e-08
23.102000	1.57937e-08
23.103000	1.543942e-08
23.104000	1.508513e-08
23.105000	1.45376e-08
23.106000	1.415111e-08
23.107000	1.447319e-08
23.108000	1.431215e-08
23.109000	1.440877e-08
23.110000	1.476306e-08
23.111000	1.489189e-08
23.112000	1.505293e-08
23.113000	1.505293e-08
23.114000	1.550383e-08
23.115000	1.572929e-08
23.116000	1.598695e-08
23.117000	1.582591e-08
23.118000	1.592253e-08
23.119000	1.572929e-08
23.120000	1.531059e-08
23.121000	1.527838e-08
23.122000	1.505293e-08
23.123000	1.437656e-08
23.124000	1.37002e-08
23.125000	1.295942e-08
23.126000	1.170332e-08
23.127000	1.07693e-08
23.128000	9.867484e-09
23.129000	9.22333e-09
23.130000	9.030084e-09
23.131000	8.450345e-09
23.132000	7.935022e-09
23.133000	7.290868e-09
23.134000	6.324636e-09
23.135000	5.873728e-09
23.136000	6.260221e-09
23.137000	5.905936e-09
23.138000	5.905936e-09
23.139000	5.71269e-09
23.140000	5.100743e-09
23.141000	4.392174e-09
23.142000	4.359966e-09
23.143000	4.005681e-09
23.144000	4.005681e-09
23.145000	3.45815e-09
23.146000	2.556334e-09
23.147000	2.33088e-09
23.148000	2.073218e-09
23.149000	1.879972e-09
23.150000	2.298672e-09
23.151000	2.105426e-09
23.152000	1.751141e-09
23.153000	1.847765e-09
23.154000	1.557895e-09
23.155000	1.429064e-09
23.156000	2.073218e-09
23.157000	1.944388e-09
23.158000	2.137634e-09
23.159000	1.654518e-09
23.160000	1.364649e-09
23.161000	1.461272e-09
23.162000	1.49348e-09
23.163000	1.429064e-09
23.164000	1.364649e-09
23.165000	1.332441e-09
