***End_of_Header***
Time	Voltage
8.395000	-5.35606e-09
8.396000	-7.288523e-09
8.397000	-7.932677e-09
8.398000	-5.678137e-09
8.399000	-4.067752e-09
8.400000	-4.067752e-09
8.401000	-2.457366e-09
8.402000	-1.813212e-09
8.403000	-5.35606e-09
8.404000	-3.101521e-09
8.405000	-1.813212e-09
8.406000	-1.813212e-09
8.407000	-2.779444e-09
8.408000	1.192504e-10
8.409000	-2.457366e-09
8.410000	-1.813212e-09
8.411000	7.634046e-10
8.412000	1.085482e-09
8.413000	2.051713e-09
8.414000	-1.491135e-09
8.415000	1.192504e-10
8.416000	1.192504e-10
8.417000	-2.779444e-09
8.418000	-3.101521e-09
8.419000	-5.35606e-09
8.420000	-4.711906e-09
8.421000	-3.745675e-09
8.422000	-4.389829e-09
8.423000	-2.457366e-09
8.424000	-2.457366e-09
8.425000	-1.813212e-09
8.426000	-2.779444e-09
8.427000	-1.169058e-09
8.428000	-1.169058e-09
8.429000	-1.169058e-09
8.430000	-1.813212e-09
8.431000	-1.813212e-09
8.432000	-5.35606e-09
8.433000	-5.35606e-09
8.434000	-4.711906e-09
8.435000	-8.254754e-09
8.436000	-5.678137e-09
8.437000	-3.745675e-09
8.438000	-2.779444e-09
8.439000	-3.101521e-09
8.440000	-3.101521e-09
8.441000	-2.779444e-09
8.442000	-2.457366e-09
8.443000	-1.491135e-09
8.444000	1.729636e-09
8.445000	1.134904e-07
8.446000	1.089813e-07
8.447000	1.031839e-07
8.448000	9.577615e-08
8.449000	8.611384e-08
8.450000	8.224891e-08
8.451000	7.806191e-08
8.452000	7.516322e-08
8.453000	7.290868e-08
8.454000	7.097621e-08
8.455000	6.646713e-08
8.456000	6.034767e-08
8.457000	5.873728e-08
8.458000	5.583859e-08
8.459000	5.132951e-08
8.460000	4.778666e-08
8.461000	4.488797e-08
8.462000	4.392174e-08
8.463000	4.037889e-08
8.464000	3.812435e-08
8.465000	4.16672e-08
8.466000	4.070097e-08
8.467000	4.037889e-08
8.468000	4.16672e-08
8.469000	4.295551e-08
8.470000	3.87685e-08
8.471000	4.070097e-08
8.472000	4.16672e-08
8.473000	4.295551e-08
8.474000	4.359966e-08
8.475000	4.521004e-08
8.476000	4.553212e-08
8.477000	4.488797e-08
8.478000	4.359966e-08
8.479000	4.682043e-08
8.480000	4.939705e-08
8.481000	1.808045e-07
8.482000	2.24607e-07
8.483000	1.218644e-07
8.484000	7.355283e-08
8.485000	5.616067e-08
8.486000	4.649835e-08
8.487000	3.748019e-08
8.488000	3.168281e-08
8.489000	3.03945e-08
8.490000	2.524126e-08
8.491000	2.073218e-08
8.492000	1.751141e-08
8.493000	1.718934e-08
8.494000	1.300233e-08
8.495000	1.622311e-08
8.496000	1.590103e-08
8.497000	1.622311e-08
8.498000	1.815557e-08
8.499000	1.783349e-08
8.500000	1.751141e-08
8.501000	1.622311e-08
8.502000	1.622311e-08
8.503000	1.332441e-08
8.504000	9.137409e-09
8.505000	7.849101e-09
8.506000	5.272484e-09
8.507000	7.634046e-10
8.508000	3.984176e-09
8.509000	2.051713e-09
8.510000	-8.469809e-10
8.511000	5.272484e-09
8.512000	2.051713e-09
8.513000	1.729636e-09
8.514000	2.051713e-09
8.515000	1.729636e-09
8.516000	1.085482e-09
8.517000	-2.028267e-10
8.518000	-8.469809e-10
8.519000	-2.135289e-09
8.520000	-3.423598e-09
8.521000	-3.423598e-09
8.522000	-3.423598e-09
8.523000	-3.101521e-09
8.524000	-2.457366e-09
8.525000	-2.135289e-09
8.526000	7.634046e-10
8.527000	1.192504e-10
8.528000	-1.169058e-09
8.529000	-2.457366e-09
8.530000	-2.779444e-09
8.531000	-3.423598e-09
8.532000	-3.745675e-09
8.533000	-3.745675e-09
8.534000	-4.067752e-09
8.535000	-3.423598e-09
8.536000	-5.35606e-09
8.537000	-2.779444e-09
8.538000	-4.389829e-09
8.539000	-3.101521e-09
8.540000	-3.745675e-09
8.541000	-5.35606e-09
8.542000	-5.033983e-09
8.543000	-3.423598e-09
8.544000	-5.678137e-09
8.545000	-4.711906e-09
8.546000	-3.745675e-09
8.547000	-2.457366e-09
8.548000	-1.813212e-09
8.549000	-3.101521e-09
8.550000	-2.028267e-10
8.551000	-5.249038e-10
8.552000	-1.491135e-09
8.553000	-1.169058e-09
8.554000	-3.423598e-09
8.555000	-3.101521e-09
8.556000	-3.101521e-09
8.557000	-5.033983e-09
8.558000	-3.745675e-09
8.559000	-4.389829e-09
8.560000	-3.101521e-09
8.561000	-2.135289e-09
8.562000	-5.249038e-10
8.563000	-1.491135e-09
8.564000	-2.135289e-09
