***End_of_Header***
Time	Voltage
68.165000	-5.35606e-10
68.166000	-1.813212e-10
68.167000	-3.423598e-10
68.168000	-2.779444e-10
68.169000	-5.033983e-10
68.170000	-7.288523e-10
68.171000	-7.6106e-10
68.172000	-9.220986e-10
68.173000	-8.254754e-10
68.174000	-6.966446e-10
68.175000	-4.067752e-10
68.176000	-3.101521e-10
68.177000	-3.745675e-10
68.178000	-3.101521e-10
68.179000	-5.249038e-11
68.180000	1.407559e-10
68.181000	2.051713e-10
68.182000	2.695867e-10
68.183000	3.662099e-10
68.184000	7.634046e-11
68.185000	-8.469809e-11
68.186000	-1.813212e-10
68.187000	-3.423598e-10
68.188000	-3.423598e-10
68.189000	-5.35606e-10
68.190000	-6.644369e-10
68.191000	-8.254754e-10
68.192000	-8.576831e-10
68.193000	-7.6106e-10
68.194000	-7.932677e-10
68.195000	-7.6106e-10
68.196000	-4.067752e-10
68.197000	-3.745675e-10
68.198000	-4.067752e-10
68.199000	-2.135289e-10
68.200000	1.085482e-10
68.201000	2.051713e-10
68.202000	3.662099e-10
68.203000	2.695867e-10
68.204000	1.085482e-10
68.205000	1.192504e-11
68.206000	7.634046e-11
68.207000	-5.249038e-11
68.208000	-8.469809e-11
68.209000	-3.101521e-10
68.210000	-4.711906e-10
68.211000	-4.711906e-10
68.212000	-5.35606e-10
68.213000	-2.457366e-10
68.214000	8.815332e-10
68.215000	4.004611e-08
68.216000	5.251049e-08
68.217000	5.560243e-08
68.218000	5.473282e-08
68.219000	5.2124e-08
68.220000	4.896764e-08
68.221000	4.558584e-08
68.222000	4.101234e-08
68.223000	3.579469e-08
68.224000	3.221964e-08
68.225000	2.809705e-08
68.226000	2.542381e-08
68.227000	2.445758e-08
68.228000	2.477965e-08
68.229000	2.58103e-08
68.230000	2.761393e-08
68.231000	2.993289e-08
68.232000	3.772715e-08
68.233000	7.193174e-08
68.234000	7.8019e-08
68.235000	7.779355e-08
68.236000	7.479823e-08
68.237000	7.012811e-08
68.238000	6.481384e-08
68.239000	6.053021e-08
68.240000	5.67297e-08
68.241000	5.325127e-08
68.242000	4.993388e-08
68.243000	4.62944e-08
68.244000	4.275156e-08
68.245000	3.95952e-08
68.246000	3.62456e-08
68.247000	3.244509e-08
68.248000	2.848354e-08
68.249000	2.429654e-08
68.250000	2.07859e-08
68.251000	1.798383e-08
68.252000	1.556825e-08
68.253000	1.405449e-08
68.254000	1.295942e-08
68.255000	1.154229e-08
68.256000	1.080151e-08
68.257000	9.674238e-09
68.258000	8.869045e-09
68.259000	8.836838e-09
68.260000	8.450345e-09
68.261000	7.999437e-09
68.262000	7.67736e-09
68.263000	7.580737e-09
68.264000	7.194244e-09
68.265000	6.453467e-09
68.266000	5.938144e-09
68.267000	4.714251e-09
68.268000	3.651396e-09
68.269000	2.524126e-09
68.270000	1.718934e-09
68.271000	1.20361e-09
68.272000	6.88287e-10
68.273000	4.62833e-10
68.274000	3.340021e-10
68.275000	3.340021e-10
68.276000	2.37379e-10
68.277000	2.695867e-10
68.278000	2.051713e-10
68.279000	2.051713e-10
68.280000	3.984176e-10
68.281000	5.272484e-10
68.282000	5.272484e-10
68.283000	5.594561e-10
68.284000	4.950407e-10
68.285000	7.634046e-11
68.286000	1.085482e-10
68.287000	7.634046e-11
68.288000	-1.169058e-10
68.289000	-3.423598e-10
68.290000	-5.033983e-10
68.291000	-5.678137e-10
68.292000	-9.220986e-10
68.293000	-7.6106e-10
68.294000	-7.288523e-10
68.295000	-6.000215e-10
68.296000	-3.745675e-10
68.297000	-3.745675e-10
68.298000	-3.101521e-10
68.299000	-8.469809e-11
68.300000	1.729636e-10
68.301000	3.017944e-10
68.302000	3.017944e-10
68.303000	3.017944e-10
68.304000	2.051713e-10
68.305000	-8.469809e-11
68.306000	-5.249038e-11
68.307000	-3.101521e-10
68.308000	-2.457366e-10
68.309000	-4.711906e-10
68.310000	-6.000215e-10
68.311000	-6.644369e-10
68.312000	-7.6106e-10
68.313000	-7.6106e-10
68.314000	-6.322292e-10
68.315000	-4.389829e-10
68.316000	-3.423598e-10
68.317000	-3.101521e-10
68.318000	-3.101521e-10
68.319000	7.634046e-11
68.320000	2.37379e-10
68.321000	3.017944e-10
68.322000	3.662099e-10
68.323000	3.662099e-10
68.324000	2.37379e-10
68.325000	4.413275e-11
68.326000	-5.249038e-11
68.327000	-1.169058e-10
68.328000	-1.813212e-10
68.329000	-3.101521e-10
68.330000	-6.000215e-10
68.331000	-6.322292e-10
68.332000	-7.932677e-10
68.333000	-7.6106e-10
68.334000	-6.644369e-10
68.335000	-6.000215e-10
68.336000	-3.423598e-10
68.337000	-3.423598e-10
68.338000	-3.101521e-10
68.339000	-1.491135e-10
68.340000	-3.101521e-10
68.341000	2.051713e-10
68.342000	3.340021e-10
68.343000	2.695867e-10
68.344000	4.413275e-11
68.345000	-8.469809e-11
68.346000	4.413275e-11
68.347000	-1.813212e-10
68.348000	-2.779444e-10
68.349000	-4.711906e-10
68.350000	-6.644369e-10
68.351000	-8.254754e-10
68.352000	-9.543063e-10
68.353000	-9.543063e-10
68.354000	-7.288523e-10
68.355000	-7.6106e-10
68.356000	-5.033983e-10
68.357000	-5.033983e-10
68.358000	-6.000215e-10
68.359000	-8.469809e-11
68.360000	1.085482e-10
68.361000	1.085482e-10
68.362000	2.695867e-10
68.363000	1.729636e-10
68.364000	7.634046e-11
68.365000	-5.249038e-11
68.366000	-1.169058e-10
68.367000	-2.135289e-10
68.368000	-5.678137e-10
68.369000	-4.711906e-10
68.370000	-6.966446e-10
68.371000	-6.644369e-10
68.372000	-8.898909e-10
68.373000	-8.898909e-10
68.374000	-6.322292e-10
68.375000	-5.35606e-10
68.376000	-3.745675e-10
68.377000	-3.423598e-10
68.378000	-2.779444e-10
68.379000	-5.249038e-11
68.380000	-1.491135e-10
68.381000	1.729636e-10
68.382000	2.695867e-10
68.383000	1.729636e-10
68.384000	7.634046e-11
68.385000	-2.135289e-10
68.386000	-2.457366e-10
68.387000	-2.779444e-10
68.388000	-3.101521e-10
68.389000	-5.033983e-10
68.390000	-7.288523e-10
68.391000	-7.932677e-10
68.392000	-8.898909e-10
68.393000	-7.6106e-10
68.394000	-6.322292e-10
68.395000	-5.35606e-10
68.396000	-4.711906e-10
68.397000	-3.423598e-10
68.398000	-3.423598e-10
68.399000	-5.249038e-11
68.400000	1.729636e-10
68.401000	1.729636e-10
68.402000	3.017944e-10
68.403000	3.017944e-10
68.404000	1.729636e-10
68.405000	1.192504e-11
68.406000	-8.469809e-11
68.407000	-2.457366e-10
68.408000	-3.745675e-10
68.409000	-4.711906e-10
68.410000	-6.322292e-10
68.411000	-7.6106e-10
68.412000	-8.576831e-10
68.413000	-8.254754e-10
68.414000	-7.288523e-10
68.415000	-5.678137e-10
68.416000	-5.678137e-10
68.417000	-3.745675e-10
68.418000	-4.389829e-10
68.419000	-1.813212e-10
68.420000	2.051713e-10
68.421000	1.085482e-10
68.422000	3.984176e-10
68.423000	3.017944e-10
68.424000	1.407559e-10
68.425000	7.634046e-11
68.426000	-5.249038e-11
68.427000	-2.457366e-10
68.428000	-3.745675e-10
68.429000	-5.678137e-10
68.430000	-5.678137e-10
68.431000	-8.254754e-10
68.432000	-1.018722e-09
68.433000	-8.576831e-10
68.434000	-8.254754e-10
68.435000	-5.033983e-10
68.436000	-5.35606e-10
68.437000	-5.033983e-10
68.438000	-3.423598e-10
68.439000	-8.469809e-11
68.440000	7.634046e-11
68.441000	1.085482e-10
68.442000	3.017944e-10
68.443000	2.051713e-10
68.444000	4.413275e-11
68.445000	-8.469809e-11
68.446000	-1.813212e-10
68.447000	-3.423598e-10
68.448000	-3.745675e-10
68.449000	-4.711906e-10
68.450000	-6.000215e-10
68.451000	-6.966446e-10
68.452000	-9.220986e-10
68.453000	-8.254754e-10
68.454000	-6.966446e-10
68.455000	-4.389829e-10
68.456000	-5.033983e-10
68.457000	-3.101521e-10
68.458000	-2.779444e-10
68.459000	-2.135289e-10
68.460000	7.634046e-11
68.461000	3.017944e-10
68.462000	3.662099e-10
68.463000	1.407559e-10
68.464000	4.413275e-11
